Europe	0.020238139638020465
Christianity	0.020072171177500153
European_Union	0.018421675864285728
China	0.014763177945595502
Encyclopædia_Britannica	0.013717339433310667
Brazil	0.01313949835988905
England	0.012683052376651327
Atlantic_Ocean	0.011265030816100379
American_Civil_War	0.010653407457085281
Athens	0.009793192632176553
Belgium	0.009737716082345804
British_Empire	0.009516397463289136
Aristotle	0.009155383995212275
California	0.008998246785779929
Bible	0.008640387534293104
Church_of_England	0.008542625537973005
Constantinople	0.008413334904871388
Afghanistan	0.008234250735372328
Asia	0.007863621520872333
Berlin	0.007633529832065887
Anglicanism	0.007472570410091596
Alexander_the_Great	0.007180877395296444
African_American	0.007097746524229429
Alexandria	0.006972712901043617
Anatolia	0.006921093450291828
Brussels	0.006778219130596484
Cyprus	0.006743942407715048
Columbia_University	0.006585580191849908
Chile	0.006579744554023261
Bulgaria	0.006517069395089151
Black_Sea	0.00637754752114227
Anglican_Communion	0.006261430328832243
DNA	0.00612148877315668
Bronze_Age	0.006065229527832922
Colombia	0.006031365307301903
The_Church_of_Jesus_Christ_of_Latter-day_Saints	0.005849178988383601
Albert_Einstein	0.005697577112935705
European_Commission	0.005545790368342525
Czech_Republic	0.005510039444026818
American_Revolutionary_War	0.005504366962888252
Aegean_Sea	0.005341194067951412
The_World_Factbook	0.005321037446316019
Augustine_of_Hippo	0.005276282503994219
Amsterdam	0.00523625527572057
Earth	0.005111956545927606
Chicago	0.0051081411574511355
European_Parliament	0.005061862478033293
Balkans	0.005002874093683898
Ancient_Egypt	0.005001518024127833
American_Revolution	0.004968772480042459
Edinburgh	0.004885602085161158
English_Civil_War	0.004873342708214454
Charlemagne	0.004840580234223884
Anglican	0.004826976499133605
Abraham_Lincoln	0.004822967666219771
Algeria	0.004799551220864674
Chinese_language	0.004759289895704495
Baltic_Sea	0.004704360265074217
Cairo	0.0046445669683452375
Dwight_D._Eisenhower	0.004634651061615261
Council_of_Europe	0.004630890896771767
Dublin	0.004609927594763123
Cologne	0.004557452564512894
Central_Asia	0.004503858855086218
C_(programming_language)	0.0044979604796170185
British_Museum	0.004456082865036232
Dominican_Republic	0.004390759226458675
Caribbean_Sea	0.004370399589877559
Christopher_Columbus	0.004337852478465756
Confederate_States_of_America	0.004323097462842651
Baptists	0.004300813422182737
Crete	0.004219466744271006
Apollo	0.004202153875675763
Baghdad	0.00418826486057353
Bertrand_Russell	0.004162056026040052
Alaska	0.004128327107234926
American_English	0.0041273600106365846
European_Economic_Community	0.004108969817633595
Augustus	0.0041056182878051635
Eucharist	0.004066281993752643
Barcelona	0.004056687994889856
Croatia	0.004024279548937514
Ecuador	0.00397830050794812
Carthage	0.003967160714168127
Celts	0.003963324397215081
Cicero	0.0039243896087490055
Charles_I_of_England	0.003899118427307969
British_English	0.003777607824917535
Assyria	0.003743103466283109
Calvinism	0.003742904649557389
Atlanta	0.003714812174590282
Bosnia_and_Herzegovina	0.0037106265264273217
Council_of_the_European_Union	0.0036756263279250786
Euro	0.003675531115452284
Copenhagen	0.003617882419330069
Arabic	0.003596546956128358
Albania	0.0035895773834549545
Black_Death	0.003562603127171859
Athena	0.00355872891210141
Archbishop_of_Canterbury	0.003523465150430874
Azerbaijan	0.0034703841203478714
Central_Europe	0.003449789209361051
ASCII	0.0034221532502597585
Czech_language	0.0033812324102109087
David_Hume	0.003369874844780258
Common_Era	0.003348290997247339
Danish_language	0.0033436716190320304
Cornwall	0.0033366170849458256
Bahá'í_Faith	0.003277775298379605
Coptic_Orthodox_Church_of_Alexandria	0.0032594440361511322
Easter	0.003248479942302184
Bavaria	0.0032301530104466565
Bolivia	0.003210467885149567
British_Army	0.003206018333342116
Czechoslovakia	0.003195483250982661
Alps	0.003189444503378999
Belarus	0.0031859790479408776
Cameroon	0.00313936763484739
Acts_of_the_Apostles	0.003129587608248634
Bede	0.0031170652934770886
Buddhist	0.0030815036261961385
Christmas	0.0030671387269669047
Austria-Hungary	0.003053740907256955
Detroit	0.0030525520327219086
Arianism	0.0030459068154173115
Ephesus	0.0029993755629365427
Bohemia	0.0029655454632025666
Bangladesh	0.002893264130346687
Barbados	0.0028827664837995995
Christology	0.002859104403612963
Apple_Inc.	0.00284163165397733
Bermuda	0.0028193682268643195
Benjamin_Franklin	0.00280490953280382
Central_America	0.0028027319327267423
Boston_Red_Sox	0.0027794086016761396
Catalan_language	0.0027784021913532216
Approximant_consonant	0.0027730920680523645
Book_of_Common_Prayer	0.002772035690173926
Apollo_program	0.002755714331214071
Dominican_Order	0.0027474817271990306
Catalonia	0.002724245944539075
Chicago_Cubs	0.002713284359023891
Artemis	0.0026917848670160198
Aramaic_language	0.002670963235794038
Academy_Awards	0.002668819749408558
Confucianism	0.002656619663989421
Colorado	0.002654193531055341
Christ	0.0026386643071689697
Bantu_languages	0.0026384574432373226
European_Council	0.0026212983098372537
Bell_Labs	0.002612772045268706
Costa_Rica	0.002611020484777855
Book_of_Revelation	0.002579365251201849
Art_Deco	0.00257148909232216
Digital_Equipment_Corporation	0.002570384209475903
Cleveland	0.0025682135287853265
Abraham	0.0025655572175304047
Bulgarian_language	0.0025608064690818165
Cornish_language	0.002556817738276983
Bill_Clinton	0.002535950484080433
Belize	0.0025322274616281634
Big_Bang	0.0025236844504886486
Celtic_languages	0.0024924046469211973
Book_of_Isaiah	0.002473363013928232
European_Coal_and_Steel_Community	0.0024699298877709644
Atlanta_Braves	0.0024606665309926763
Arabs	0.0024348334771953613
Aeschylus	0.002429857754674208
British_Columbia	0.002427210063983245
Aramaic	0.002405421611549995
Basketball	0.002385322924462639
Chad	0.002355767488858295
Book_of_Daniel	0.002354085733814619
Connecticut	0.002327084190536501
David	0.0023019542677728097
Aphrodite	0.002300908466394345
Delaware	0.002283836593516361
Angola	0.002266360522040634
Basque_language	0.0022586765990757498
Alabama	0.0022404689549685567
Communist_Party_of_China	0.002236794237404926
Damascus	0.0022171580484548837
Andes	0.002211595325718842
Devon	0.002193705002499405
Alan_Turing	0.0021889321506704186
Ankara	0.002174057085226576
Dardanelles	0.0021494825703581065
Diocletian	0.0021450404528688028
Benelux	0.0021426875363488194
Cyrillic_script	0.0020976667663898086
Chiang_Kai-shek	0.0020949683305389244
Arkansas	0.0020841362676210086
Aachen	0.0020778076403396165
British_Isles	0.0020774672270151813
Association_for_Computing_Machinery	0.0020677397560285365
Acts_of_Union_1707	0.002062956020637293
Azores	0.0020615643490211446
Andrew_Johnson	0.0020509690863011517
Byzantium	0.0020478675717803436
